 no_of_dependents, self_employed, income_annum, loan_amount, loan_term, cibil_score, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
4,1,7200000,26000000,6,571,0,22600000,4200000,0
2,1,2500000,6400000,6,708,200000,9900000,3500000,0
2,0,5500000,19600000,16,328,4800000,10900000,3700000,1
3,1,9200000,33500000,8,564,15200000,29800000,11400000,0
3,0,9000000,19000000,8,693,4500000,29600000,7200000,0
4,1,5900000,15000000,14,626,4600000,17600000,8200000,0
4,0,5600000,15600000,12,470,10700000,14600000,7000000,1
2,1,3200000,12500000,8,849,5300000,10400000,4400000,0
5,0,9100000,27800000,16,547,7000000,31900000,9400000,1
0,1,4600000,15100000,2,417,3900000,11800000,6600000,0
4,0,7300000,14900000,2,358,12300000,20400000,7300000,1
5,1,1300000,3100000,16,826,1700000,5100000,1400000,0
0,0,1800000,4200000,6,836,1900000,6800000,2000000,0
3,0,500000,1700000,10,509,300000,1400000,300000,1
2,1,5700000,20500000,20,581,7800000,11400000,8500000,0
4,0,300000,1100000,4,359,0,1000000,200000,0
5,1,2100000,7100000,10,517,2900000,5400000,1400000,1
1,1,5700000,20100000,14,442,7300000,17900000,6500000,1
1,1,1100000,2700000,16,346,300000,2200000,800000,1
5,0,9300000,34000000,6,742,600000,32800000,8200000,0
1,1,3500000,8100000,10,626,5500000,7200000,2900000,0
0,1,8200000,28800000,4,619,1100000,23000000,6300000,0
2,1,7500000,17900000,20,734,5500000,23000000,4900000,0
1,1,7000000,25600000,6,420,11500000,15300000,8700000,1
5,1,3900000,8300000,18,600,600000,10400000,5600000,0
3,1,4700000,13200000,12,440,3300000,16600000,4300000,1
5,1,1700000,5200000,16,820,1200000,4000000,1000000,0
0,0,2500000,7800000,8,437,0,5800000,3300000,1
1,1,400000,1400000,12,468,0,1500000,400000,1
0,1,2400000,9100000,8,368,200000,5600000,3300000,1
4,0,5700000,21900000,2,871,1700000,14400000,6100000,0
1,0,9800000,37900000,4,816,12200000,26100000,8500000,0
5,0,9000000,32800000,4,773,4100000,18900000,11500000,0
3,0,800000,3000000,14,576,1300000,2600000,400000,0
1,0,1600000,4500000,14,673,2700000,3700000,1300000,0
0,1,9800000,34100000,20,760,9400000,33400000,13600000,0
5,1,2900000,7500000,12,678,3000000,10900000,3700000,0
4,1,3900000,12000000,14,893,4700000,12900000,5200000,0
0,1,3300000,9000000,18,754,3900000,6900000,4700000,0
3,1,700000,2200000,8,617,400000,2400000,900000,0
3,1,8400000,29500000,20,661,3400000,28900000,10900000,0
1,1,4000000,12100000,12,356,2500000,15600000,5000000,1
0,1,1900000,6300000,16,811,100000,5100000,1900000,0
0,0,3900000,14600000,2,730,4000000,14600000,5400000,0
5,0,7400000,18000000,2,792,9400000,19900000,5300000,0
5,1,5900000,16000000,6,798,5000000,12300000,3100000,0
2,0,1400000,2900000,12,490,1600000,5500000,1300000,1
2,1,1800000,5500000,6,448,300000,5600000,1300000,1
0,1,1000000,3100000,6,525,1700000,2800000,1400000,1
1,0,7400000,19200000,20,415,4800000,29200000,7000000,1
5,0,2700000,10600000,16,496,2900000,9700000,2400000,1
1,1,3600000,13100000,8,543,100000,9900000,2700000,1
5,0,7000000,18400000,12,520,11900000,17000000,3800000,1
4,1,5000000,18000000,14,307,5600000,12800000,3300000,1
2,0,1800000,5700000,14,502,1100000,4400000,1300000,1
2,1,4700000,12000000,6,505,3800000,18000000,2300000,1
2,1,6700000,23100000,4,304,7100000,24300000,10000000,0
5,0,5800000,17500000,10,719,1900000,12400000,3100000,0
0,1,5900000,22700000,18,855,6300000,14500000,4000000,0
4,0,6000000,15800000,18,593,4800000,13200000,6400000,0
1,1,700000,1400000,10,523,1100000,1600000,900000,1
0,1,3700000,13100000,14,385,6800000,9200000,4900000,1
0,1,7100000,19300000,6,783,4800000,21800000,5000000,0
5,1,1100000,3900000,2,538,1300000,4300000,1600000,0
3,1,9500000,20100000,2,506,800000,32700000,11000000,1
4,1,2200000,8600000,2,461,3000000,4700000,2100000,0
4,1,5500000,20000000,8,666,4700000,18000000,7900000,0
3,1,4400000,16300000,20,561,8000000,12000000,4000000,0
5,0,5000000,10800000,10,345,5000000,14100000,6300000,1
4,1,6100000,12500000,14,862,1500000,21900000,6800000,0
3,0,8100000,22300000,10,686,8700000,19200000,6200000,0
4,1,7000000,19600000,8,708,2600000,24300000,4500000,0
4,0,5600000,14800000,20,656,9200000,11600000,6500000,0
4,0,1800000,7000000,14,743,1000000,4500000,1500000,0
2,0,3600000,12100000,14,408,4200000,13000000,5400000,1
5,0,600000,1300000,14,408,300000,1600000,900000,1
1,1,4900000,16500000,12,439,1400000,10300000,7200000,1
3,1,3000000,7100000,6,415,5700000,9500000,2500000,1
0,1,3800000,10600000,12,490,6500000,14400000,3100000,1
1,1,7600000,30000000,16,884,3600000,17200000,10800000,0
4,0,7800000,25400000,18,425,14000000,30500000,7200000,1
0,0,6800000,21700000,20,730,1300000,18600000,3600000,0
4,1,5900000,17300000,20,657,5600000,13000000,4100000,0
2,0,4900000,16800000,10,480,8900000,12600000,2700000,1
3,1,1100000,3100000,16,356,100000,3000000,1600000,1
1,1,9800000,36000000,12,629,4100000,29800000,11200000,0
1,1,1200000,4700000,2,667,300000,4200000,800000,0
0,0,4700000,11500000,18,559,0,18700000,2600000,0
4,0,6700000,16000000,4,791,13000000,20700000,5200000,0
0,1,3700000,11300000,6,538,400000,10400000,5400000,1
2,0,7400000,16000000,20,358,5500000,26800000,4300000,1
2,0,3300000,11700000,14,439,6300000,8300000,1700000,1
2,1,4800000,15300000,12,503,4000000,12000000,4300000,1
4,1,4600000,11900000,6,810,8200000,17500000,5200000,0
1,1,8000000,30600000,14,302,13100000,23900000,6800000,1
0,0,4100000,8800000,18,300,6400000,8600000,3500000,1
4,0,2600000,7200000,16,612,1000000,5800000,1400000,0
3,0,1300000,5000000,6,686,2000000,4100000,900000,0
0,1,2300000,4900000,12,409,2400000,4700000,3200000,1
5,0,300000,900000,6,492,300000,700000,400000,1
0,1,7000000,21700000,20,498,5500000,14700000,3900000,1
3,1,4400000,10900000,18,611,6300000,8800000,3000000,0
5,1,5100000,11800000,6,776,400000,10500000,4400000,0
1,0,5900000,13000000,6,779,11600000,13100000,6600000,0
3,1,7800000,27200000,16,560,8100000,21800000,8600000,0
4,1,2200000,5100000,6,308,2600000,6600000,3100000,1
4,0,5400000,12600000,18,786,2500000,21000000,6600000,0
1,0,7400000,29100000,8,597,4800000,16300000,7000000,0
4,0,5800000,12000000,12,811,8800000,14200000,3100000,0
1,1,5800000,13000000,12,862,8400000,12000000,3900000,0
3,1,4800000,14200000,12,369,200000,14000000,3000000,1
1,1,7400000,23900000,4,687,10900000,26100000,5600000,0
0,1,9600000,19600000,12,500,700000,37600000,10900000,1
2,1,200000,500000,6,746,0,500000,0,0
4,0,700000,2100000,14,619,700000,2400000,1000000,0
2,0,7600000,16700000,20,692,9600000,25100000,7400000,0
1,1,1400000,3300000,18,321,1500000,3000000,700000,1
2,1,3800000,15000000,14,730,2900000,10700000,3600000,0
3,0,2700000,10800000,6,480,0,10300000,3500000,1
2,1,5000000,10700000,2,753,9000000,11500000,5700000,0
4,1,9000000,28900000,6,637,1200000,33000000,4800000,0
3,0,3700000,9000000,6,483,400000,9900000,3600000,1
4,1,300000,1100000,4,315,100000,900000,100000,0
4,0,1800000,4100000,8,777,2500000,3600000,1900000,0
2,0,7900000,17700000,4,402,11800000,25600000,8400000,1
4,1,2100000,7700000,8,493,400000,4400000,1300000,1
0,1,900000,3100000,4,355,100000,3000000,500000,0
3,0,9900000,23600000,18,557,8600000,23000000,9100000,0
0,1,5600000,20000000,20,606,500000,20000000,7600000,0
1,1,6000000,12200000,16,743,2600000,20600000,2900000,0
5,0,5700000,18400000,4,579,4000000,17200000,4900000,0
0,1,9000000,33100000,20,734,5900000,25300000,10300000,0
0,0,7300000,16100000,2,490,1400000,21800000,10700000,1
5,0,5300000,20500000,16,802,7100000,21100000,4100000,0
1,1,3500000,7400000,16,867,6600000,9500000,2100000,0
0,0,1000000,2200000,12,302,400000,3700000,1400000,1
0,0,5100000,19900000,12,867,7100000,18300000,5700000,0
0,1,2900000,9900000,8,312,4500000,11200000,3700000,1
3,0,7600000,19100000,14,762,15000000,23500000,7300000,0
5,1,6000000,14700000,18,462,9700000,13800000,3500000,1
1,0,6300000,18200000,18,849,5800000,15500000,5200000,0
3,0,1900000,7400000,18,592,3000000,6000000,1800000,0
4,0,600000,1400000,4,507,300000,1700000,400000,1
2,1,4100000,11400000,14,505,7500000,10100000,5500000,1
0,1,800000,3200000,8,467,400000,3100000,800000,1
2,0,6600000,22900000,16,543,11000000,26300000,8500000,1
4,1,300000,1100000,12,674,0,800000,200000,0
3,0,6100000,13500000,2,717,4200000,16100000,3400000,0
5,1,4800000,17000000,10,666,5400000,12400000,2900000,0
4,0,4500000,17300000,18,830,4200000,12000000,2500000,0
2,0,3800000,9400000,16,383,500000,9200000,2300000,1
2,1,7000000,18900000,8,584,13600000,20600000,5000000,0
2,0,4400000,14200000,18,799,7800000,10800000,2400000,0
5,0,5300000,19400000,6,510,7000000,13600000,3700000,1
0,1,2600000,5900000,6,572,3100000,7300000,3800000,0
3,0,3300000,13100000,2,554,2500000,6700000,3800000,0
1,1,1200000,4800000,6,344,1700000,3200000,1300000,1
3,0,4300000,8600000,8,881,5200000,15000000,5500000,0
0,1,8400000,27200000,10,514,6400000,20100000,7200000,1
0,0,600000,1800000,18,796,700000,1200000,500000,0
2,1,4700000,16200000,12,802,5400000,14800000,6700000,0
3,0,4200000,12500000,20,375,5100000,10900000,2400000,1
2,0,4300000,14700000,2,871,7300000,13900000,4400000,0
0,0,800000,2900000,2,439,900000,2700000,1200000,0
0,1,9300000,32000000,8,438,6400000,34900000,12400000,1
5,0,6200000,13700000,2,468,12300000,13900000,5500000,1
3,1,3500000,10200000,12,645,5700000,10000000,2400000,0
2,1,3600000,9200000,18,700,1800000,10700000,3500000,0
5,1,9500000,36700000,16,348,2200000,31600000,11400000,1
5,1,600000,1400000,10,877,400000,2000000,700000,0
0,1,3800000,14900000,6,899,600000,12400000,2800000,0
3,1,1400000,3500000,12,610,600000,3800000,1400000,0
1,0,6300000,23900000,4,742,7100000,21800000,4300000,0
1,1,2800000,6600000,18,801,4900000,7100000,3700000,0
4,1,5400000,17100000,2,533,5100000,12200000,4700000,0
3,1,6300000,23900000,16,656,9300000,15200000,5100000,0
3,1,3900000,14300000,18,785,7600000,13900000,4900000,0
2,1,4200000,15700000,2,332,700000,13300000,3000000,0
0,0,3100000,8100000,18,768,1600000,11600000,2400000,0
1,0,3400000,8600000,6,640,1000000,7800000,4400000,0
4,0,1500000,3100000,6,885,2800000,3800000,1900000,0
3,1,900000,2000000,18,772,700000,3500000,800000,0
4,1,7800000,25600000,4,665,2300000,27300000,8200000,0
1,1,3500000,10500000,20,454,4000000,7600000,2100000,1
1,0,8400000,32500000,14,698,5900000,17300000,12200000,0
4,1,6400000,21300000,20,332,9100000,16200000,8000000,1
1,0,9600000,28300000,6,536,9300000,27300000,6000000,1
5,1,2100000,6500000,10,796,2800000,7300000,2700000,0
2,1,6000000,19900000,8,486,8100000,20100000,6600000,1
0,1,8300000,16800000,18,422,10600000,23300000,11400000,1
1,1,5300000,18500000,6,501,8600000,16600000,4300000,1
1,1,9700000,23500000,4,666,9400000,23300000,8000000,0
3,1,8200000,16500000,18,371,1200000,18500000,8200000,1
5,0,3400000,6900000,14,312,400000,10300000,3800000,1
5,0,2800000,11000000,12,753,4600000,10700000,2400000,0
0,1,2400000,5200000,16,740,1000000,7500000,2900000,0
1,0,8200000,24000000,4,366,15200000,25200000,10400000,1
4,0,4200000,11100000,8,526,200000,16800000,4900000,1
4,1,5500000,14800000,10,354,3400000,21200000,7700000,1
5,1,2900000,6300000,6,719,1600000,8000000,1600000,0
5,0,6300000,20100000,12,774,11800000,16200000,5800000,0
5,1,9700000,29100000,18,732,7400000,35600000,12400000,0
1,0,6500000,16000000,6,862,0,24000000,9700000,0
5,0,4900000,10800000,18,613,800000,14500000,5300000,0
5,1,6900000,16500000,6,447,400000,14100000,6600000,1
4,1,1100000,3000000,4,730,600000,3600000,1100000,0
2,1,7800000,29600000,14,568,8600000,27000000,7200000,0
2,1,8200000,23600000,6,495,10600000,27200000,6100000,1
5,1,6700000,23600000,14,854,3300000,19400000,7500000,0
3,1,7400000,15200000,10,548,12800000,19300000,4800000,1
1,0,1200000,2700000,14,779,2200000,2400000,600000,0
0,0,9500000,24800000,2,564,16000000,19600000,12000000,0
5,1,4000000,8200000,2,571,7700000,9500000,4400000,0
0,1,8600000,32600000,8,778,14100000,33600000,11000000,0
4,1,9100000,28400000,12,808,11800000,19300000,9700000,0
0,1,7100000,18600000,20,770,13100000,23100000,5100000,0
0,0,9000000,28400000,4,612,7200000,26900000,13200000,0
3,1,1400000,2700000,14,819,1500000,4000000,1300000,0
1,0,8800000,20200000,6,627,16100000,17600000,11900000,0
3,1,5400000,14700000,4,359,9900000,15100000,6100000,1
1,0,6100000,19100000,6,341,5900000,12400000,6300000,1
1,0,1000000,3600000,4,570,1300000,3700000,1000000,0
3,1,7700000,18100000,20,736,14500000,29100000,10000000,0
1,1,6100000,12900000,2,302,7500000,15600000,7200000,1
2,1,7700000,21000000,12,420,4300000,27400000,10500000,1
4,1,4700000,12000000,2,416,8200000,13000000,6800000,1
2,1,9100000,34800000,20,836,10900000,30600000,9900000,0
0,1,5800000,12700000,12,528,7300000,19600000,7600000,1
4,0,8500000,24900000,2,405,400000,21700000,11400000,1
2,1,9900000,33400000,14,783,16100000,21000000,9500000,0
4,1,2000000,4000000,10,636,0,4000000,1700000,0
1,1,5000000,16800000,6,711,7600000,16000000,3200000,0
1,1,3200000,11800000,16,848,3200000,7500000,2300000,0
1,1,8000000,27800000,8,804,1600000,27100000,11800000,0
0,1,1200000,2800000,14,892,100000,3300000,1700000,0
2,1,5800000,22800000,14,696,200000,20800000,4800000,0
1,0,2500000,7600000,20,888,4200000,6400000,1900000,0
1,1,600000,1400000,10,699,500000,1300000,800000,0
5,0,4900000,13000000,10,865,3700000,14700000,6500000,0
2,1,9400000,37300000,14,383,15900000,27100000,7700000,1
2,0,5300000,19300000,16,368,400000,11600000,3700000,1
5,0,5100000,15800000,4,607,7700000,12600000,7000000,0
4,1,2900000,8900000,18,827,3400000,11200000,1600000,0
1,0,9100000,34000000,12,672,1600000,32700000,8800000,0
3,1,8800000,26700000,12,708,15300000,26900000,9600000,0
4,0,2600000,8800000,10,682,4700000,10300000,1600000,0
1,1,9700000,25500000,18,741,6200000,34800000,4900000,0
5,1,600000,1200000,8,343,700000,1600000,600000,1
0,1,4100000,11100000,16,785,5300000,8500000,4800000,0
1,1,8000000,28000000,20,830,12600000,25600000,10600000,0
2,0,8800000,26700000,16,696,15300000,20300000,10900000,0
1,0,200000,300000,12,697,300000,700000,100000,0
0,1,3800000,11700000,2,351,6700000,12500000,3100000,0
3,0,6800000,21800000,10,556,9300000,19100000,5400000,0
0,0,8600000,31800000,2,895,15900000,19600000,5100000,0
2,1,2800000,8400000,10,534,4800000,10600000,1500000,1
0,0,8000000,29800000,12,736,15700000,30800000,8400000,0
2,1,2300000,5500000,16,629,2900000,7000000,1900000,0
4,1,7600000,16200000,20,657,9300000,28500000,5500000,0
2,0,2900000,11300000,12,839,5100000,8100000,2600000,0
4,0,7900000,25700000,18,589,300000,25300000,9800000,0
2,0,1900000,4500000,6,805,3100000,4800000,2300000,0
3,1,4600000,13600000,20,729,8900000,17200000,5900000,0
1,0,2600000,7700000,6,399,4300000,8900000,3500000,1
2,0,2700000,6700000,8,413,800000,9200000,2300000,1
5,1,6300000,13200000,16,321,4000000,15200000,7100000,1
0,1,2600000,7500000,2,853,3900000,9600000,1400000,0
4,1,7700000,23400000,6,400,3400000,20800000,10700000,1
0,1,7400000,16300000,16,630,13200000,28400000,5300000,0
3,1,7300000,21600000,20,557,3800000,26400000,9300000,0
1,0,2900000,7600000,2,358,700000,10100000,2100000,1
3,1,6600000,16000000,10,510,4800000,13300000,6300000,1
2,1,2700000,9600000,14,554,200000,10200000,1900000,0
3,1,8300000,27700000,4,596,15400000,21400000,7400000,0
0,0,4900000,18500000,8,659,1700000,14700000,4900000,0
4,1,7900000,30700000,10,322,13200000,30300000,6300000,1
5,1,8800000,21300000,14,852,6400000,28500000,9900000,0
5,0,4000000,14100000,18,653,4100000,9400000,5400000,0
4,1,3900000,9200000,12,737,2300000,12300000,5200000,0
3,1,7700000,18900000,2,583,3000000,16700000,9300000,0
1,1,3800000,10000000,16,873,2800000,10300000,4000000,0
5,0,8000000,27000000,20,595,5200000,24800000,10400000,0
5,1,3400000,11300000,20,871,3900000,9700000,2400000,0
5,1,5500000,18800000,12,603,700000,21000000,5000000,0
0,0,7700000,29300000,14,801,11800000,23400000,4700000,0
5,0,4000000,9400000,4,723,0,12100000,2000000,0
5,1,5900000,22600000,18,630,4200000,16500000,6800000,0
0,1,2600000,9900000,20,368,1500000,5200000,2000000,1
3,0,6600000,22200000,12,759,2200000,18700000,8500000,0
0,1,1000000,3000000,18,382,700000,3500000,900000,1
4,1,800000,2800000,16,645,1400000,2300000,600000,0
0,0,3200000,6300000,6,878,5200000,8100000,3600000,0
4,0,8400000,23400000,12,350,9100000,27500000,6700000,1
3,1,5800000,17600000,6,720,4200000,18800000,6600000,0
0,1,7300000,28100000,10,673,1200000,16300000,8900000,0
1,0,3900000,8000000,6,448,1900000,9800000,4000000,1
2,1,4600000,16000000,4,720,4000000,12300000,4200000,0
0,0,3600000,12300000,2,300,3000000,14300000,5400000,0
4,0,7500000,28700000,20,520,3500000,15200000,5700000,1
1,0,5200000,15000000,12,794,7200000,16500000,5100000,0
3,1,4400000,10000000,8,875,5200000,11700000,4100000,0
1,1,5100000,12900000,14,533,6700000,14400000,3900000,1
0,0,6000000,23600000,6,776,2700000,23400000,8800000,0
2,0,3800000,11400000,6,706,4000000,12100000,2800000,0
3,0,2800000,10900000,2,710,2400000,5600000,3600000,0
5,1,6500000,18300000,4,333,400000,21700000,7000000,1
2,1,1600000,6400000,4,787,300000,5500000,1100000,0
4,0,5500000,18600000,12,569,6200000,19700000,7300000,0
0,1,9600000,20100000,16,427,2300000,34500000,7400000,1
0,0,7000000,27800000,16,640,3700000,16000000,8200000,0
2,0,4000000,8100000,16,312,2100000,15100000,3100000,1
1,1,8100000,30900000,12,464,9800000,17900000,7500000,1
2,1,6600000,22800000,8,490,10000000,18000000,6400000,1
5,0,4100000,10200000,12,431,2200000,13700000,4300000,1
1,0,6600000,24800000,4,500,4100000,16700000,6100000,0
4,0,5100000,12200000,14,511,6000000,18300000,3400000,1
4,0,8200000,25200000,18,691,8900000,28500000,10500000,0
1,1,9500000,24400000,14,696,6700000,29500000,6300000,0
0,1,7600000,27600000,2,437,11200000,27600000,6800000,0
2,1,8400000,20800000,12,335,12300000,18500000,10100000,1
4,0,7600000,25100000,4,671,13200000,27400000,4300000,0
4,1,1400000,3700000,12,621,900000,5100000,1800000,0
4,1,2700000,6800000,10,455,2600000,7400000,2700000,1
1,1,200000,500000,10,856,200000,500000,200000,0
3,0,600000,2100000,16,892,400000,2400000,500000,0
4,0,5200000,12900000,16,819,4100000,16800000,7500000,0
0,1,5100000,11600000,10,308,1300000,10700000,7000000,1
4,1,9200000,18600000,2,889,4200000,33300000,9700000,0
5,0,6500000,23200000,18,713,1400000,13400000,7200000,0
0,0,8500000,21000000,6,665,9600000,27500000,11300000,0
4,0,2000000,6000000,12,837,1900000,6300000,2300000,0
4,1,7500000,18000000,20,395,12800000,23500000,9700000,1
0,1,7500000,28900000,10,632,10700000,24700000,9900000,0
2,0,2000000,4300000,16,497,200000,5700000,2800000,1
3,1,1400000,2700000,14,694,200000,3600000,1700000,0
1,1,1700000,5600000,2,882,2600000,6700000,1600000,0
2,1,5300000,14900000,6,504,2100000,17000000,3200000,1
4,0,8900000,30100000,2,747,12900000,20700000,10300000,0
3,0,9700000,35300000,4,462,9500000,33700000,7200000,0
5,0,9000000,25900000,4,538,11100000,31300000,8100000,1
2,1,8500000,30900000,6,664,9900000,19800000,7400000,0
1,0,3500000,10900000,4,524,6200000,13600000,2800000,0
1,0,500000,1400000,6,464,0,1900000,500000,1
3,0,8900000,19100000,6,807,16500000,29900000,10400000,0
2,1,7800000,27200000,18,622,6000000,26400000,4300000,0
5,1,9800000,27800000,6,827,14900000,32800000,9500000,0
0,0,5200000,19000000,14,687,500000,19400000,4400000,0
4,0,7400000,19400000,16,835,14200000,23500000,6500000,0
3,1,1200000,3300000,6,772,900000,2900000,1400000,0
1,1,1000000,3200000,2,710,200000,3300000,900000,0
3,1,9500000,32500000,14,581,14300000,36000000,4700000,0
3,0,4500000,11700000,18,775,2800000,12700000,4500000,0
2,0,4900000,16000000,12,710,7100000,10000000,5700000,0
3,1,700000,2500000,8,321,1200000,1700000,400000,1
0,0,9400000,28300000,20,761,14800000,30800000,10100000,0
3,1,8300000,31400000,6,674,1600000,17200000,6100000,1
4,1,5600000,13000000,4,899,9100000,11400000,6400000,0
5,1,4400000,12300000,8,567,500000,12900000,6300000,0
3,0,2100000,5400000,8,771,3700000,6200000,1000000,0
1,1,4400000,10600000,4,360,7700000,15100000,5000000,1
0,0,6300000,19600000,6,425,10400000,13300000,5900000,1
4,0,9900000,30000000,18,496,8000000,29300000,13800000,1
3,0,700000,1600000,20,705,900000,2300000,700000,0
4,0,3600000,12400000,14,427,2400000,9100000,2600000,1
1,1,5600000,21000000,2,552,6300000,22100000,6100000,0
3,1,1000000,3700000,8,725,1300000,4000000,1300000,0
5,1,6400000,15600000,8,553,2900000,20400000,8000000,0
0,0,8900000,19100000,2,725,15000000,19000000,8800000,0
4,0,9900000,26100000,2,481,5000000,23600000,9300000,1
